objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,petroRad_r
587727781891473456,35.48258921,-7.44506911,19.399818,17.737617,16.912189,16.50721,16.1387,1869,40,6,69,6.315941
587727180079693967,45.27401765,-7.10012492,20.554863,17.973726,16.889101,16.417824,16.049131,1729,40,5,382,6.084773
587727180079693958,45.27036579,-7.13497773,20.262489,18.733051,17.864775,17.408684,17.078896,1729,40,5,382,3.370903
587727180079693944,45.21182173,-7.08985128,18.77906,16.811651,15.788367,15.318855,14.960269,1729,40,5,382,8.168182
587727180079693943,45.22341189,-7.21679912,20.060616,18.38266,17.327084,16.805677,16.437162,1729,40,5,382,4.65279
587724242300829836,42.74654846,-7.29154465,18.113899,16.776052,16.146702,15.806019,15.570794,1045,40,5,58,10.482198
587724242300829823,42.70677398,-7.25414286,20.15741,18.482889,17.603945,17.215942,16.86101,1045,40,5,58,2.984129
587724242300829821,42.69606827,-7.19243155,17.904335,16.888994,16.470875,16.150291,16.041668,1045,40,5,58,6.925065
587724242300829761,42.70170412,-7.1234281,19.313801,18.033167,17.436417,17.005503,16.763773,1045,40,5,58,6.124065
587724242300764171,42.48379245,-7.13865424,19.313265,17.978106,17.179041,16.780279,16.526201,1045,40,5,57,5.191829
587724242300698742,42.32991583,-7.24259155,19.395222,18.18515,17.426844,16.984585,16.710249,1045,40,5,56,4.869316
587724242300436545,41.74081831,-7.2858035,20.389704,18.572987,17.580299,17.09717,16.774212,1045,40,5,52,5.320579
587724242300436540,41.73177676,-7.22236084,20.767921,18.905092,17.796009,17.20759,16.748873,1045,40,5,52,5.61379
587724242300371077,41.70958406,-7.22509065,18.708799,17.045046,16.278061,15.877416,15.586365,1045,40,5,51,7.00826
587724242300371067,41.6346401,-7.31039158,19.258516,18.157297,17.509655,17.193058,16.943834,1045,40,5,51,6.055836
587724242300371055,41.59470577,-7.24131319,20.124262,18.312906,17.296412,16.845064,16.470518,1045,40,5,51,4.151769
587724242300305550,41.57584236,-7.36701389,19.268164,17.901293,17.245146,16.705053,16.494999,1045,40,5,50,4.151738
587724242300305521,41.55807212,-7.32987616,19.847914,17.944227,16.928013,16.464298,16.18206,1045,40,5,50,6.113645
587727781891473507,35.42819182,-7.4785674,17.094992,15.895962,15.304497,14.962046,14.701695,1869,40,6,69,9.51273
587724242837110849,41.30442267,-6.98758971,19.885263,18.217411,17.238394,16.808388,16.465466,1045,40,6,49,3.646425
587724242834882640,36.24184963,-7.35491734,19.395922,17.941345,17.233385,16.798687,16.5205,1045,40,6,15,8.398468
587724242300895261,42.81020129,-7.24423138,18.445061,16.560701,15.701131,15.347691,15.003257,1045,40,5,59,4.488596
587730846889476810,317.84368761,-0.2403303,20.728619,19.002419,17.926142,17.466471,17.069437,2583,40,3,99,4.183534
587730846352540334,317.66805218,-0.67851502,18.817404,16.999054,16.358286,15.996718,15.759391,2583,40,2,98,7.26784
587727180079497289,44.7465011,-7.29542876,18.186844,16.471731,15.64179,15.266917,14.973428,1729,40,5,379,5.657321
587727180079497278,44.88086045,-7.2516477,20.367323,18.605742,17.588442,17.158154,16.846922,1729,40,5,379,3.464932
587724242837897287,43.03437921,-6.78726751,20.030779,17.934978,16.879482,16.447275,16.042841,1045,40,6,61,5.158348
587724242300895371,42.92323372,-7.2525353,18.066605,16.085928,15.156249,14.695586,14.374146,1045,40,5,59,8.366084
587724242300895366,42.90053127,-7.10668097,20.592634,18.591036,17.520809,17.051203,16.695307,1045,40,5,59,4.495297
587724242300895360,42.89617729,-7.17065417,18.501099,17.380007,16.772263,16.385786,16.194698,1045,40,5,59,6.773588
587724242300895359,42.90025208,-7.24290916,19.170523,17.726959,16.86701,16.414028,16.107868,1045,40,5,59,6.595539
587724242300895356,42.87035523,-7.14397335,18.167328,16.845083,16.044796,15.589911,15.316679,1045,40,5,59,8.097678
587727180079497318,44.81260519,-7.13474668,20.852518,18.713913,17.54388,17.066896,16.729597,1729,40,5,379,4.928668
587724242837897352,43.14503278,-6.68308362,18.93635,17.584064,16.744678,16.289339,15.976373,1045,40,6,61,10.761939
