objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,petroRad_r
587730847426937140,319.18253981,0.17032611,20.043795,16.909338,16.105295,15.623849,15.421844,2583,40,4,108,12.521462
587730847426937139,319.18615845,0.17291478,18.476463,17.069046,16.39267,16.017128,15.678673,2583,40,4,108,7.14213
587730847429034181,323.97654904,0.16832739,19.436646,17.688143,16.775787,16.247404,15.930796,2583,40,4,140,5.093184
587730847428313503,322.25315657,0.18260195,20.189667,18.254025,17.125732,16.710285,16.299881,2583,40,4,129,3.445621
587730847428313411,322.36457749,0.03290995,17.347607,15.957747,15.26001,14.844845,14.55123,2583,40,4,129,7.85653
587730847427985701,321.60584812,0.0340127,20.444242,18.620304,17.646973,17.147749,16.84672,2583,40,4,124,4.939597
587730847427985641,321.60037057,0.19732333,20.609444,18.178898,17.455118,16.901974,16.712334,2583,40,4,124,7.866289
587730847427002939,319.27877826,0.19953785,20.358805,18.287207,17.121597,16.623716,16.194523,2583,40,4,109,3.662454
587730847426937586,319.21356656,0.1101223,19.659475,18.491716,17.903288,17.506012,17.266277,2583,40,4,108,3.077797
587730847426937522,319.18433305,0.01714782,19.897532,18.44586,17.500265,16.972582,16.546312,2583,40,4,108,5.768441
587730847426937483,319.17045591,0.15755202,20.173553,18.104116,17.061178,16.611036,16.260593,2583,40,4,108,5.399644
587730847429034277,323.86972301,0.0880468,20.806826,18.834967,17.718203,17.214163,16.811346,2583,40,4,140,3.69645
587730847429034301,323.87822771,0.17686015,20.312855,18.369915,17.27813,16.807606,16.427702,2583,40,4,140,3.644183
587730846893015451,325.91157281,-0.35450186,19.714708,18.268658,17.550556,17.20472,16.918283,2583,40,3,153,4.316452
587730846354702477,322.65394466,-0.66460354,19.254009,18.025358,17.567015,17.26545,17.204336,2583,40,2,131,6.455239
587730846353260779,319.34357176,-0.70708376,20.520502,18.527361,17.449213,16.956173,16.579784,2583,40,2,109,3.923872
587730845819404644,326.19469161,-1.25625771,18.657654,17.04863,16.229649,15.738617,15.403315,2583,40,1,155,5.127105
587730845818683762,324.57009157,-1.07418402,19.63308,17.671078,16.744442,16.257679,15.893413,2583,40,1,144,4.991923
587730845818683729,324.553296,-1.08390408,20.385143,18.575357,17.660109,17.094944,16.729141,2583,40,1,144,5.476671
587730845818028497,323.11222408,-1.18971282,18.973013,17.886269,17.382174,17.109718,16.902184,2583,40,1,134,5.10028
587730845817373120,321.57968299,-1.12577393,19.688175,18.370489,17.48509,16.940653,16.604296,2583,40,1,124,3.497085
587730845816979987,320.71818092,-1.24910346,19.863947,17.975403,16.979134,16.548212,16.200855,2583,40,1,118,3.106798
587730845816914470,320.54485147,-1.17154636,19.482758,17.769537,16.840782,16.364256,15.993814,2583,40,1,117,6.288312
587730845816848797,320.32774672,-1.21906981,19.952501,18.017027,17.074341,16.64282,16.304821,2583,40,1,116,3.707872
587730845816717849,320.09061309,-1.05722144,18.926359,17.744455,17.002554,16.614479,16.284563,2583,40,1,114,4.06037
587730845816717833,320.07803267,-1.09330056,20.947899,18.69908,17.511892,17.050966,16.675543,2583,40,1,114,4.016569
587730845816390087,319.3079843,-1.140055,19.709335,18.284628,17.544497,17.083084,16.7607,2583,40,1,109,6.637718
587730847429034323,323.88595148,0.18809054,20.507076,18.47077,17.39468,16.912508,16.528336,2583,40,4,140,3.629056
587730846892753359,325.35642735,-0.34692844,19.889547,18.515278,17.637785,17.158182,16.871897,2583,40,3,149,3.298509
587730846892753305,325.31484916,-0.26325608,18.163122,16.598118,15.898728,15.549615,15.320559,2583,40,3,149,13.00565
587730846355685692,324.78933407,-0.81865594,20.640348,18.888424,17.760494,17.337734,16.909454,2583,40,2,146,3.067652
587730845818487146,324.10773603,-1.06744819,18.558256,17.453663,16.991564,16.747793,16.628986,2583,40,1,141,7.381619
587730845817438538,321.63790911,-1.12280623,22.107306,18.587692,17.264315,16.699347,16.36372,2583,40,1,125,4.570327
587730845816914319,320.47911134,-1.10146774,20.544371,18.64257,17.696367,17.268511,16.967266,2583,40,1,117,2.797137
587730847427003099,319.37020648,0.11742732,20.645325,18.951292,17.446928,16.873089,16.42639,2583,40,4,109,9.039404
587730846893211901,326.29430373,-0.40355024,20.366074,18.553078,17.694614,17.294928,16.938705,2583,40,3,156,2.422136
587730847428706844,323.23106636,0.11055157,20.652355,18.643433,17.534863,17.053944,16.663515,2583,40,4,135,6.87125
587730847428575706,322.94324582,0.1257315,19.145021,17.787973,17.143,16.718464,16.479328,2583,40,4,133,8.618078
587730847428575667,322.92130361,0.03601901,18.922729,17.115725,16.283758,15.895638,15.56735,2583,40,4,133,5.147154
587730847428575656,322.91673365,0.0541053,20.399536,18.540239,17.483864,17.006096,16.623152,2583,40,4,133,3.344314
587730847429034354,323.89786757,0.11671223,19.241428,18.30084,17.46249,16.941092,16.623001,2583,40,4,140,4.08871
587730847429034384,323.90792165,0.19710582,20.355936,18.123613,17.036909,16.587042,16.199533,2583,40,4,140,3.278577
587730847428182581,322.06813582,0.10280904,20.269547,18.231428,17.140005,16.656221,16.287214,2583,40,4,127,3.880963
587730847428182531,322.04866791,0.06627329,17.649523,15.89655,15.186683,14.737785,14.432999,2583,40,4,127,8.513343
587730847428182490,322.03423734,0.15246888,17.303705,16.373009,16.04805,15.843078,15.648084,2583,40,4,127,8.331161
587730847428182297,321.94602305,0.12216762,19.515728,18.367712,17.872749,17.546703,17.38401,2583,40,4,127,4.066966
587730847427985927,321.55355403,0.04208568,19.583052,18.502642,17.856367,17.409693,16.920532,2583,40,4,124,3.117538
587730847429034430,323.91573763,0.12783038,19.727753,18.2218,17.565128,17.156277,16.927389,2583,40,4,140,4.906964
587730847429034451,323.91979704,0.17110218,20.739946,18.656815,17.568363,17.099327,16.690899,2583,40,4,140,2.973254
587730847427265072,319.91975399,0.1209354,17.6763,15.813956,14.948372,14.453703,14.034882,2583,40,4,113,13.12712
587730847427068497,319.47726014,0.02460375,20.694611,18.602356,17.428364,16.921598,16.537914,2583,40,4,110,9.185448
587730847427068488,319.47133064,0.03198733,19.868437,18.298197,17.206821,16.718925,16.296631,2583,40,4,110,4.529281
587730847427068395,319.44259366,0.13023965,20.711874,18.653534,17.568476,17.097761,16.725964,2583,40,4,110,3.544341
587730847429034457,323.92511008,0.09460199,20.569244,18.823866,17.787161,17.319632,16.899448,2583,40,4,140,3.20554
587730847429034479,323.93799615,0.19112167,20.402853,18.600973,17.544724,17.106846,16.683142,2583,40,4,140,4.891984
587730847429034482,323.94287774,0.11586384,19.18012,17.055799,15.995317,15.573466,15.17015,2583,40,4,140,11.487074
587730847429034505,323.9471771,0.07674662,18.321426,16.610424,15.909209,15.574333,15.301238,2583,40,4,140,5.887205
587730847429034508,323.95105128,0.0581169,19.453535,18.410042,17.814642,17.470655,17.211754,2583,40,4,140,3.646404
587730847429034515,323.95467727,0.13219461,19.783232,17.691479,16.608778,16.128815,15.723124,2583,40,4,140,4.377237
587730846893277534,326.49835598,-0.35807094,20.510494,18.667297,17.654305,17.206633,16.858049,2583,40,3,157,3.169926
587730846893146552,326.2326636,-0.22153926,20.507675,18.63201,17.461317,16.978859,16.601425,2583,40,3,155,4.441492
587730846893146470,326.1702186,-0.28570546,20.688955,18.789066,17.687664,17.229824,16.85771,2583,40,3,155,3.245646
587730846893080879,326.10607328,-0.26408621,18.84243,16.88171,15.935847,15.49115,15.129845,2583,40,3,154,3.462421
587730847429034523,323.95932324,0.1897867,20.50494,18.325726,17.259684,16.822744,16.459282,2583,40,4,140,5.586534
587730846892949835,325.70771747,-0.33965107,20.144613,18.544136,17.670271,17.206179,16.927483,2583,40,3,152,5.691239
587730846892949817,325.69786194,-0.31876628,19.815729,18.471874,17.818846,17.457537,17.252001,2583,40,3,152,2.924249
587730846892884387,325.5823393,-0.26286956,18.820421,17.601091,17.132496,16.795937,16.630327,2583,40,3,151,5.272919
