objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,petroRad_r
588017713125589055,219.68503525,47.53795834,18.26149,16.377321,15.492702,15.091941,14.788151,3838,41,5,125,4.338939
588017713126047805,221.02955754,47.02698307,18.216536,16.291004,15.341561,14.910153,14.5951,3838,41,5,132,13.639479
588017713662001309,218.4726669,48.43829958,20.16659,18.094543,16.823847,16.320423,15.968612,3838,41,6,118,6.354768
588017713662263561,219.34656101,48.09531399,21.105108,18.876802,17.346025,16.782618,16.444601,3838,41,6,122,6.130574
587733604262346974,235.11474867,47.75048396,18.553677,16.603697,15.725696,15.312113,14.984535,3225,40,3,158,5.450775
588017947217756340,222.73744372,34.93889625,19.844585,17.77648,16.697371,16.260141,15.875716,3893,41,1,376,4.932378
587733604258873543,225.52472091,52.76650671,19.264223,17.265388,16.222353,15.781394,15.404158,3225,40,3,105,5.827538
588017947218673860,225.06028441,34.0294232,19.8866,17.647146,16.523539,16.061075,15.729735,3893,41,1,390,6.36344
588017947218739330,225.05068324,33.91603132,19.950808,17.892731,16.714273,16.260967,15.902409,3893,41,1,391,6.831767
588017947218739345,225.07209303,33.90485765,20.234509,18.247982,17.119925,16.677986,16.340885,3893,41,1,391,4.292412
588017947218739360,225.16588955,33.97414012,18.319695,16.331705,15.393613,14.928758,14.563864,3893,41,1,391,9.15117
588017947219001514,225.83783028,33.74008394,20.791946,18.86771,17.686047,17.165781,16.786488,3893,41,1,395,3.96619
588017947219591272,227.18648038,33.10172172,20.882078,18.494337,17.247742,16.753817,16.414354,3893,41,1,404,6.368498
588017947753119784,218.98180931,36.71955338,16.48649,14.606071,13.813197,13.416985,13.136766,3893,41,2,353,11.254759
587733442127528314,249.64541162,34.81049762,19.82478,17.801558,16.623957,16.159729,15.828359,3187,40,5,161,5.603759
587733442119401611,231.6458287,47.76307229,19.944883,17.878733,16.694237,16.229984,15.898409,3187,40,5,37,5.697376
587733440511606924,237.67101252,42.63876508,18.51511,16.527929,15.636619,15.216058,14.877692,3187,40,2,80,10.37076
587733427624804495,225.26436608,51.96706455,19.428999,17.402571,16.262678,15.815418,15.450011,3184,40,2,51,7.967964
588017948291825894,224.05461861,35.42539856,19.203108,17.336267,16.420135,16.00102,15.693489,3893,41,3,381,3.816951
588017948826337419,217.98749879,37.77410146,19.948038,17.87451,16.693979,16.240694,15.876312,3893,41,4,345,6.321382
588017948827058405,219.93083794,37.14322747,19.798538,17.734064,16.658772,16.185667,15.850221,3893,41,4,356,5.893502
587733412067213467,242.91357196,38.21158184,17.589312,15.828893,14.94726,14.540432,14.212944,3180,40,5,229,9.992137
588017948827975847,222.27959456,36.45328439,20.30674,18.41147,17.145693,16.647017,16.299093,3893,41,4,370,6.261574
587742589871129100,247.71091632,9.63194299,20.437956,18.402832,16.986773,16.430834,16.051964,5317,40,4,163,6.363166
588017948828303494,223.1279453,36.24311714,18.283424,16.275955,15.334975,14.882694,14.550231,3893,41,4,375,7.72232
588017948829810777,226.95788648,34.56240667,20.157015,17.765827,16.730654,16.292953,15.901769,3893,41,4,398,9.058378
588017949363601611,219.31802316,37.97519522,20.7491,18.689104,17.45038,16.943844,16.623072,3893,41,5,351,3.903371
588017949364781326,222.37175414,36.84792021,18.44227,16.560635,15.715339,15.324979,15.03331,3893,41,5,369,5.122025
588017949367075046,228.16403451,34.58733082,20.033112,18.026121,16.950342,16.479382,16.130653,3893,41,5,404,6.688006
