objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,petroRad_r
587722981736054938,170.80557936,-1.18214647,19.382057,17.69735,16.877012,16.355801,15.976487,752,40,1,182,10.17355
587722981736382635,171.59217911,-1.05443347,18.548466,17.034901,16.278753,15.848952,15.532757,752,40,1,187,8.554827
587722981739331673,178.36422964,-1.18102425,17.694191,16.423574,15.752546,15.353479,15.086846,752,40,1,232,7.560139
587722981739331736,178.36218912,-1.13567911,18.66687,16.825212,15.950499,15.55239,15.201469,752,40,1,232,8.630508
587722981741887707,184.07739305,-1.06923279,18.840744,17.703798,17.305779,17.107279,17.048492,752,40,1,271,10.693244
587722981742084144,184.53564653,-1.06411418,15.926396,14.467468,13.781872,13.431851,13.2083,752,40,1,274,20.059172
587722981742149718,184.70616986,-1.23694027,17.755869,16.424364,15.854398,15.475801,15.278817,752,40,1,275,12.967128
587722981742542953,185.64259313,-1.16981186,18.770842,17.839733,17.426901,17.099882,16.918526,752,40,1,281,5.864748
587722982271090870,166.64889965,-0.69963306,17.964468,16.356911,15.54475,15.105137,14.786758,752,40,2,154,10.786288
587722982272532664,169.94120276,-0.73579783,19.260054,17.941566,17.301695,16.953224,16.826595,752,40,2,176,8.799148
587722982272598121,170.08852155,-0.82948673,18.435102,16.530991,15.687046,15.26211,14.939186,752,40,2,177,14.258541
587722982274171027,173.68360406,-0.72543941,19.5567,18.085705,17.343838,16.818489,16.508545,752,40,2,201,10.593716
587722982275612907,176.95704223,-0.78237454,21.066229,18.220676,17.20932,16.620155,16.160145,752,40,2,223,10.944906
587722982276137082,178.09634812,-0.67036918,20.43767,17.981178,17.057743,16.523785,16.134474,752,40,2,231,8.82995
587722982277447806,181.16759926,-0.74721188,20.596479,17.887856,17.067976,16.583838,16.249765,752,40,2,251,7.310615
587722982808617216,168.19592487,-0.38336181,19.400431,18.298275,17.738234,17.422293,17.166912,752,40,3,164,6.499135
587722982809534568,170.2080072,-0.21143716,18.46629,17.272091,16.620483,16.222212,15.94267,752,40,3,178,8.618766
587722982810517623,172.52953969,-0.26188418,17.526926,16.161022,15.557701,15.156343,14.916942,752,40,3,193,12.644925
587722982812549217,177.15680273,-0.2340642,17.90435,16.128988,15.313949,14.872924,14.520235,752,40,3,224,15.091771
587722982813728907,179.85165558,-0.41096761,18.819744,17.368805,16.65089,16.201414,15.841391,752,40,3,242,15.710085
587722982815563822,183.97385895,-0.21863338,19.380844,18.265514,17.490047,17.097408,16.890184,752,40,3,270,7.517505
587722982815629407,184.15444263,-0.37780896,18.728235,17.405621,16.48764,16.059921,15.765527,752,40,3,271,8.831038
587722983345488023,168.16260136,0.06623307,17.934908,16.431105,15.744906,15.356625,15.155583,752,40,4,164,17.136257
587724648180482160,173.49427567,-3.49609828,17.655758,16.511238,16.042686,15.746399,15.576328,1140,40,1,138,8.623512
587724648180482173,173.51041974,-3.41623115,18.30512,16.861515,16.17918,15.817768,15.550684,1140,40,1,138,10.904014
587724648181989385,176.94159767,-3.31990644,17.178616,15.831866,15.299484,14.969229,14.835077,1140,40,1,161,12.683969
587724648182186038,177.45740855,-3.5176668,17.025557,15.37515,14.563996,14.113099,13.7598,1140,40,1,164,12.32583
587724648184938671,183.71764562,-3.47097593,19.863445,18.368645,17.514442,17.011248,16.600185,1140,40,1,206,6.704398
587724648185135182,184.1836749,-3.43028068,17.336683,15.588411,14.773598,14.369851,14.071736,1140,40,1,209,13.425561
587724649793716359,179.59908434,-2.27736522,15.654382,13.746098,12.94841,12.555863,12.296443,1140,40,4,178,40.111053
587724649794699470,181.87648043,-2.09784774,19.864559,18.476719,17.56872,17.100029,16.723154,1140,40,4,193,9.442314
587725039014379682,171.35433385,-3.60070074,19.839531,18.459227,17.637871,17.215073,16.947897,1231,40,1,14,5.25351
587725039014641750,171.87486291,-3.64380783,19.355583,18.016296,17.422867,17.0481,16.78973,1231,40,1,18,11.129197
587725039015100491,172.90890537,-3.6477294,17.352463,15.706601,14.975193,14.569823,14.309245,1231,40,1,25,16.830704
587725039015624865,174.15178483,-3.61831265,19.454786,17.693096,16.808523,16.3036,15.933573,1231,40,1,33,6.418294
587725039016017950,175.00986782,-3.58507863,18.731894,17.563145,17.001122,16.653177,16.460794,1231,40,1,39,8.782543
587725039017197738,177.79730777,-3.66946183,18.055361,16.494101,15.703622,15.300105,14.981466,1231,40,1,57,8.584539
587725039019950218,184.03553208,-3.57013959,16.39963,14.996389,14.383173,14.125957,13.922508,1231,40,1,99,23.84561
587725039020146853,184.57579213,-3.68605213,18.455837,17.323162,16.718668,16.359457,16.139597,1231,40,1,102,6.296792
